타임스탬프,사용자ID,화면,이벤트,대상,값,행동,브라우저,디바이스
2026. 2. 6 오후 11:38:52,session_1770388537885_01jbab66q,기획1-2_화면,버튼 클릭,저장하기,"{""memoCount"":1,""totalCuts"":3,""totalMemoLength"":44,""avgMemoLength"":""44.0"",""memoDetails"":[{""cutId"":1,""cutLabel"":""1"",""hasMemo"":false,""memoLength"":0},{""cutId"":2,""cutLabel"":""2 - 5"",""hasMemo"":true,""memoLength"":44},{""cutId"":3,""cutLabel"":""6"",""hasMemo"":false,""memoLength"":0}]}",저장하기 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:38:55,session_1770388537885_01jbab66q,기획1-2_화면,미션 완료,기획1-2_미션완료,"완료시간:100.9초,메모수:1,총길이:44",기획1-2_미션완료 미션 완료,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:39:17,session_1770388750810_ocfiimm3w,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:39:20,session_1770388750810_ocfiimm3w,편집6-1_화면,화면 진입,,,편집6-1_화면 화면 진입,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:39:24,session_1770388750810_ocfiimm3w,편집6-1_화면,미션 시작,편집6-1_기본미션시작,,편집6-1_기본미션시작 미션 시작,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:39:28,session_1770388750810_ocfiimm3w,편집6-1_화면,버튼 클릭,컷4,"{""currentCut"":1,""targetCut"":4,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷4 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:39:33,session_1770388750810_ocfiimm3w,편집6-1_화면,버튼 클릭,컷3,"{""currentCut"":4,""targetCut"":3,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷3 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:39:36,session_1770388750810_ocfiimm3w,편집6-1_화면,버튼 클릭,컷2,"{""currentCut"":3,""targetCut"":2,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷2 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:39:39,session_1770388750810_ocfiimm3w,편집6-1_화면,버튼 클릭,자막입력필드,"{""currentCut"":2,""hasVideo"":false,""currentSubtitle"":"""",""missionStage"":0}",자막입력필드 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:39:44,session_1770388750810_ocfiimm3w,편집6-1_화면,버튼 클릭,AI자막추천,"{""currentCut"":2,""hasVideo"":false,""currentSubtitle"":"""",""missionStage"":0,""isRecommend"":false}",AI자막추천 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:40:35,session_1770388750810_ocfiimm3w,편집6-1_화면,버튼 클릭,AI추천2,"{""currentCut"":2,""selectedIndex"":2,""selectedText"":""얼굴에 닿는 순간의 기적"",""missionStage"":0}",AI추천2 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:40:37,session_1770388750810_ocfiimm3w,편집6-1_화면,미션 완료,편집6-1_기본미션완료,완료시간:81.8초,편집6-1_기본미션완료 미션 완료,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:40:43,session_1770388750810_ocfiimm3w,편집6-1_화면,버튼 클릭,팝업확인,"{""currentCut"":2,""missionStage"":1}",팝업확인 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:40:46,session_1770388750810_ocfiimm3w,편집6-1_화면,미션 시작,편집6-1_추가미션시작,,편집6-1_추가미션시작 미션 시작,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:40:50,session_1770388750810_ocfiimm3w,편집6-1_화면,버튼 클릭,AI자막추천,"{""currentCut"":2,""hasVideo"":false,""currentSubtitle"":""얼굴에 닿는 순간의 기적"",""missionStage"":2,""isRecommend"":true}",AI자막추천 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:40:56,session_1770388750810_ocfiimm3w,편집6-1_화면,버튼 클릭,AI추천3,"{""currentCut"":2,""selectedIndex"":3,""selectedText"":""제품으로 완벽 변신!"",""missionStage"":2}",AI추천3 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:41:23,session_1770387980583_7p5gqo9g3,메인 미션 화면,버튼 클릭,mission_6,,mission_6 버튼 클릭,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:41:30,session_1770387980583_7p5gqo9g3,메인 미션 화면,미션 시작,mission_6,,mission_6 미션 시작,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:41:35,session_1770387980583_7p5gqo9g3,data_analysis,화면 진입,,,data_analysis 화면 진입,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:42:06,session_1770388923505_d1d7lws63,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:44:21,session_1770389057498_8zch92udg,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:44:26,session_1770389057498_8zch92udg,기획1-1,화면 진입,,,기획1-1 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:45:34,session_1770389130732_pvujzek2o,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:45:38,session_1770389130732_pvujzek2o,기획1-1,화면 진입,,,기획1-1 화면 진입,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:45:43,session_1770389130732_pvujzek2o,기획1-1,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:45:45,session_1770389143288_mh92ln2ib,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:45:47,session_1770389143288_mh92ln2ib,기획1-1,화면 진입,,,기획1-1 화면 진입,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:45:50,session_1770389143288_mh92ln2ib,기획1-1,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:45:53,session_1770389143288_mh92ln2ib,기획1-1_화면,화면 진입,,,기획1-1_화면 화면 진입,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:45:56,session_1770389143288_mh92ln2ib,기획1-1_화면,미션 시작,기획1-1_미션시작,,기획1-1_미션시작 미션 시작,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:45:58,session_1770389153740_lf2j3fmqk,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:46:02,session_1770389153740_lf2j3fmqk,기획1-1_화면,화면 진입,,,기획1-1_화면 화면 진입,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:46:05,session_1770389153740_lf2j3fmqk,기획1-1_화면,미션 시작,기획1-1_미션시작,,기획1-1_미션시작 미션 시작,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:46:08,session_1770389153740_lf2j3fmqk,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":4,""cutTitle"":""인테리어 디테일"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:46:11,session_1770389153740_lf2j3fmqk,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""prevCutId"":4,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:46:13,session_1770389153740_lf2j3fmqk,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":2,""cutTitle"":""테이블 풀샷"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:46:16,session_1770389153740_lf2j3fmqk,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":3,""cutTitle"":""공간 무드"",""prevCutId"":2,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:46:18,session_1770389153740_lf2j3fmqk,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":4,""cutTitle"":""인테리어 디테일"",""prevCutId"":3,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:46:21,session_1770389153740_lf2j3fmqk,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":5,""cutTitle"":""공간 시그니처"",""prevCutId"":4,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:46:23,session_1770389153740_lf2j3fmqk,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":6,""cutTitle"":""마무리 장면"",""prevCutId"":5,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",mobile
2026. 2. 6 오후 11:53:20,session_1770387980583_7p5gqo9g3,data_analysis,버튼 클릭,뒤로가기,뒤로가기,뒤로가기 버튼 클릭,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:53:22,session_1770387980583_7p5gqo9g3,메인 미션 화면,화면 진입,,,메인 미션 화면 화면 진입,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
